600010 包钢股份 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
02/09/2010	3.96	4.01	3.96	3.99	9571301	38522124.000
02/10/2010	3.99	4.02	3.99	4.02	9314960	37710500.000
02/11/2010	4.02	4.10	4.00	4.07	21288205	87612064.000
02/12/2010	4.08	4.09	4.04	4.08	14427411	59207696.000
02/22/2010	4.08	4.10	4.04	4.04	14222007	58396796.000
02/23/2010	4.04	4.05	3.96	4.03	15319812	61791168.000
02/24/2010	4.03	4.16	3.99	4.15	28427877	117437520.000
02/25/2010	4.14	4.16	4.10	4.16	27554062	115085528.000
02/26/2010	4.15	4.15	4.11	4.11	16414415	68323056.000
03/01/2010	4.11	4.16	4.11	4.15	16914419	70681640.000
03/02/2010	4.16	4.16	4.09	4.11	14538794	60484016.000
03/03/2010	4.11	4.23	4.07	4.19	38300668	160724224.000
03/04/2010	4.18	4.19	4.04	4.06	27579393	114626624.000
03/05/2010	4.06	4.11	4.05	4.09	16575808	68413400.000
03/08/2010	4.09	4.14	4.07	4.12	13820619	57455440.000
03/09/2010	4.12	4.15	4.07	4.12	15799519	65540408.000
03/10/2010	4.11	4.20	4.10	4.19	42460178	178230544.000
03/11/2010	4.18	4.22	4.14	4.18	30859269	130511864.000
03/12/2010	4.17	4.23	4.13	4.14	28072371	118719368.000
03/15/2010	4.14	4.15	4.02	4.06	24294718	99658128.000
03/16/2010	4.06	4.07	4.03	4.06	13933199	56960164.000
03/17/2010	4.06	4.17	4.06	4.15	21595369	89577664.000
03/18/2010	4.16	4.16	4.06	4.11	21010803	87315016.000
03/19/2010	4.09	4.14	4.07	4.13	17499991	72720944.000
03/22/2010	4.13	4.14	4.08	4.10	21669550	89685200.000
03/23/2010	4.10	4.39	4.09	4.22	92666326	397636992.000
03/24/2010	4.24	4.30	4.16	4.18	43969591	187089504.000
03/25/2010	4.19	4.24	4.13	4.17	29383822	123883344.000
03/26/2010	4.16	4.21	4.15	4.19	19514273	82473784.000
03/29/2010	4.19	4.28	4.18	4.27	39088829	167588160.000
03/30/2010	4.27	4.29	4.22	4.23	24533044	105179616.000
03/31/2010	4.24	4.25	4.16	4.19	23388864	99106968.000
04/01/2010	4.17	4.23	4.17	4.21	20949818	88925368.000
04/02/2010	4.22	4.33	4.20	4.31	68444681	296034176.000
04/06/2010	4.31	4.36	4.25	4.34	43144899	187239664.000
04/07/2010	4.32	4.59	4.29	4.45	105919276	477055136.000
04/08/2010	4.44	4.44	4.35	4.36	41264643	182368032.000
04/09/2010	4.35	4.45	4.33	4.38	34597016	153059808.000
04/12/2010	4.39	4.40	4.22	4.32	53598150	231730224.000
04/13/2010	4.31	4.34	4.20	4.28	36101129	155649792.000
04/14/2010	4.26	4.31	4.25	4.28	20713957	89324584.000
04/15/2010	4.29	4.40	4.28	4.33	44936246	196917520.000
04/16/2010	4.32	4.33	4.23	4.24	24134200	103702296.000
04/19/2010	4.21	4.22	4.01	4.02	40340200	167010672.000
04/20/2010	4.02	4.07	3.86	3.98	36050668	143973952.000
04/21/2010	3.99	4.03	3.95	4.03	24962025	100571128.000
04/22/2010	4.03	4.03	3.93	3.96	23923546	95845448.000
04/23/2010	3.96	3.97	3.91	3.93	24795035	98490456.000
04/26/2010	3.94	3.94	3.89	3.90	18197566	71904592.000
04/27/2010	3.89	3.89	3.78	3.81	27325597	105338944.000
04/28/2010	3.81	3.89	3.76	3.85	14933859	57912036.000
04/29/2010	3.86	3.90	3.78	3.79	15783905	61259680.000
04/30/2010	3.78	3.89	3.78	3.88	22445402	86732576.000
05/04/2010	3.83	3.87	3.79	3.83	12948898	50199332.000
05/05/2010	3.81	3.84	3.65	3.83	21054808	79996272.000
05/06/2010	3.83	3.83	3.66	3.67	17712148	66656544.000
05/07/2010	3.62	3.63	3.54	3.57	19530942	70675752.000
05/10/2010	3.56	3.61	3.51	3.57	13937444	50182408.000
05/11/2010	3.62	3.73	3.53	3.58	27431119	100744896.000
05/12/2010	3.58	3.60	3.48	3.58	13130127	47033288.000
05/13/2010	3.56	3.63	3.51	3.62	23736998	85474056.000
05/14/2010	3.57	3.60	3.55	3.57	14410198	52078040.000
05/17/2010	3.54	3.55	3.32	3.33	20644892	71817808.000
05/18/2010	3.34	3.42	3.28	3.37	23218436	78565320.000
05/19/2010	3.35	3.39	3.29	3.34	15199575	51415936.000
05/20/2010	3.32	3.40	3.31	3.33	14376494	48843612.000
05/21/2010	3.27	3.38	3.22	3.37	18432649	61515424.000
05/24/2010	3.38	3.51	3.38	3.49	23603538	82575696.000
05/25/2010	3.49	3.49	3.39	3.42	13862173	48087672.000
05/26/2010	3.42	3.46	3.41	3.43	8439971	29270816.000
05/27/2010	3.43	3.47	3.36	3.46	12341174	42788328.000
05/31/2010	3.36	3.44	3.34	3.35	14541305	49762360.000
06/01/2010	3.34	3.34	3.27	3.31	10793719	36060044.000
06/02/2010	3.30	3.33	3.27	3.33	8165477	27272518.000
06/03/2010	3.33	3.42	3.30	3.34	15184165	51691076.000
06/04/2010	3.32	3.35	3.29	3.35	6780581	22776608.000
06/07/2010	3.31	3.31	3.25	3.26	10518381	34859368.000
06/08/2010	3.25	3.30	3.24	3.29	8434578	27905788.000
06/09/2010	3.28	3.36	3.26	3.34	16024033	53750248.000
06/10/2010	3.32	3.34	3.29	3.30	10098519	33796108.000
06/11/2010	3.30	3.41	3.29	3.36	27557478	93406568.000
06/17/2010	3.37	3.38	3.29	3.30	12746643	42955688.000
06/18/2010	3.30	3.33	3.23	3.26	12052880	40079504.000
06/21/2010	3.26	3.34	3.22	3.33	14354081	47839936.000
06/22/2010	3.31	3.34	3.28	3.32	10776659	36121528.000
06/23/2010	3.29	3.29	3.25	3.27	14352647	47416568.000
06/24/2010	3.27	3.29	3.22	3.26	12152344	40121216.000
06/25/2010	3.23	3.24	3.19	3.22	12284147	39983612.000
06/28/2010	3.22	3.22	3.19	3.22	9580494	31103234.000
06/29/2010	3.22	3.23	3.02	3.04	15977337	50310856.000
06/30/2010	3.02	3.02	2.92	2.95	13741714	41256944.000
07/01/2010	2.92	2.97	2.90	2.91	15278920	45529648.000
07/02/2010	2.91	2.92	2.80	2.90	16612780	48280124.000
07/05/2010	2.86	2.94	2.81	2.91	13020742	37890164.000
07/06/2010	2.90	2.96	2.87	2.95	13447368	39873976.000
07/07/2010	2.95	2.97	2.92	2.95	10799132	32193492.000
07/08/2010	2.96	2.97	2.91	2.92	9239691	27485260.000
07/09/2010	2.93	3.16	2.89	3.07	38826147	119510456.000
07/12/2010	3.05	3.13	3.03	3.09	20515625	64132468.000
07/13/2010	3.06	3.07	2.99	3.01	12881015	39460068.000
07/14/2010	3.01	3.06	3.00	3.03	10839670	33309096.000
07/15/2010	3.04	3.05	2.97	2.98	8927537	27193264.000
07/16/2010	2.96	3.09	2.94	3.03	14231839	43262620.000
07/19/2010	3.00	3.10	2.96	3.08	18703753	57761520.000
07/20/2010	3.07	3.13	3.05	3.13	22600713	70963584.000
07/21/2010	3.12	3.21	3.10	3.16	32596240	104376776.000
07/22/2010	3.16	3.19	3.14	3.17	21272040	68215912.000
07/23/2010	3.17	3.19	3.12	3.19	27931797	89440056.000
07/26/2010	3.19	3.24	3.16	3.22	22138364	71857104.000
07/27/2010	3.22	3.25	3.19	3.23	20064568	65469120.000
07/28/2010	3.24	3.33	3.20	3.32	26865237	89348960.000
07/29/2010	3.32	3.45	3.31	3.36	31829726	108803664.000
08/02/2010	3.34	3.39	3.31	3.37	21182954	71796264.000
08/03/2010	3.37	3.38	3.31	3.32	23426628	79430272.000
08/04/2010	3.30	3.36	3.26	3.36	19249061	64520604.000
08/05/2010	3.36	3.36	3.30	3.34	13523092	45521608.000
08/06/2010	3.34	3.38	3.30	3.38	17450099	59041248.000
08/09/2010	3.38	3.48	3.35	3.47	33228571	114858024.000
08/10/2010	3.48	3.55	3.37	3.38	27243218	95712728.000
08/11/2010	3.38	3.41	3.33	3.35	12150938	41433248.000
08/12/2010	3.32	3.38	3.28	3.33	12690930	42851956.000
08/13/2010	3.33	3.39	3.30	3.39	10196333	34509108.000
08/16/2010	3.37	3.45	3.36	3.44	16663420	57631916.000
08/17/2010	3.46	3.48	3.40	3.44	14909350	51872496.000
08/18/2010	3.45	3.50	3.38	3.46	21523004	74951152.000
08/19/2010	3.50	3.54	3.44	3.50	29204759	103043632.000
08/20/2010	3.49	3.52	3.42	3.46	20789384	72886624.000
08/23/2010	3.45	3.49	3.42	3.47	15987384	55951412.000
08/24/2010	3.48	3.64	3.42	3.55	46580473	167759824.000
08/25/2010	3.50	3.53	3.38	3.40	27201630	95161344.000
08/26/2010	3.40	3.43	3.36	3.37	13279488	45365832.000
08/27/2010	3.37	3.38	3.29	3.32	18191854	61212412.000
08/30/2010	3.35	3.38	3.33	3.36	16185131	54954672.000
08/31/2010	3.35	3.36	3.32	3.36	14487012	48951400.000
09/01/2010	3.36	3.44	3.34	3.37	24407456	83516688.000
09/02/2010	3.38	3.44	3.37	3.43	18642557	64026536.000
09/03/2010	3.44	3.45	3.34	3.38	17116971	58374884.000
09/06/2010	3.41	3.54	3.39	3.52	47257150	166252512.000
09/07/2010	3.53	3.68	3.47	3.60	56453738	204654448.000
09/08/2010	3.58	3.58	3.49	3.54	26774461	95401160.000
09/09/2010	3.53	3.53	3.39	3.41	28790686	100252272.000
09/10/2010	3.42	3.50	3.36	3.45	24771279	86152312.000
09/13/2010	3.44	3.44	3.38	3.42	17532578	60504968.000
09/14/2010	3.42	3.43	3.37	3.39	15724018	53965984.000
09/15/2010	3.39	3.41	3.33	3.34	19381213	66014304.000
09/16/2010	3.35	3.37	3.24	3.26	17311635	57624776.000
09/17/2010	3.27	3.28	3.22	3.25	11412481	37502712.000
09/20/2010	3.24	3.28	3.23	3.25	9233787	30401078.000
09/21/2010	3.25	3.28	3.23	3.26	5291076	17402186.000
09/27/2010	3.26	3.30	3.25	3.28	10343728	34255136.000
09/28/2010	3.29	3.29	3.22	3.24	10810271	35649600.000
09/29/2010	3.24	3.27	3.22	3.23	9621197	31596680.000
09/30/2010	3.22	3.28	3.17	3.26	12842620	42233384.000
10/08/2010	3.28	3.36	3.28	3.33	21854466	73701768.000
10/11/2010	3.34	3.45	3.33	3.44	30738245	105917472.000
10/12/2010	3.43	3.45	3.37	3.42	29584746	101905176.000
10/13/2010	3.44	3.52	3.42	3.46	37025009	130182416.000
10/14/2010	3.47	3.51	3.42	3.42	32931685	114832880.000
10/15/2010	3.41	3.51	3.38	3.51	48143330	168964176.000
10/18/2010	3.55	3.87	3.54	3.87	103226397	400002752.000
10/19/2010	4.06	4.07	3.76	3.90	176509645	697827584.000
10/20/2010	3.77	3.87	3.66	3.80	86045739	326435392.000
10/21/2010	3.75	3.81	3.67	3.81	50235217	188938704.000
10/22/2010	3.76	3.89	3.73	3.82	61980166	240431312.000
10/25/2010	3.83	3.87	3.76	3.84	57190621	220241536.000
10/26/2010	3.83	3.96	3.71	3.93	93173654	364718016.000
10/27/2010	3.89	4.33	3.87	4.32	317953976	1360942336.000
10/28/2010	4.26	4.75	4.21	4.33	264805484	1188933760.000
10/29/2010	4.45	4.57	4.32	4.47	144564460	646765120.000
11/01/2010	4.77	4.92	4.75	4.92	97820469	483497120.000
11/02/2010	5.42	5.42	5.42	5.42	86706500	473417504.000
11/04/2010	5.76	5.84	4.99	5.27	427969962	2255735808.000
11/05/2010	5.23	5.28	5.01	5.09	270288077	1385512832.000
11/08/2010	5.12	5.12	4.85	5.05	223023147	1116995968.000
11/09/2010	4.98	5.06	4.87	4.94	142928144	714834944.000
11/10/2010	4.96	5.03	4.79	4.91	143386746	707263104.000
11/11/2010	4.89	5.06	4.82	4.93	181896116	911264448.000
11/12/2010	4.85	4.89	4.43	4.43	195392357	907047552.000
11/15/2010	4.37	4.42	4.26	4.37	87586299	384025312.000
11/16/2010	4.39	4.43	4.16	4.19	88742927	385435008.000
11/17/2010	4.15	4.16	3.99	4.03	78228440	322486528.000
11/18/2010	4.06	4.14	3.97	4.10	68979181	283436992.000
11/19/2010	4.12	4.13	3.95	4.11	72980395	297746912.000
11/22/2010	4.06	4.31	4.02	4.31	113689421	479313152.000
11/23/2010	4.23	4.27	4.04	4.11	78719027	330522880.000
11/24/2010	4.07	4.25	4.06	4.18	45984885	194052448.000
11/25/2010	4.19	4.30	4.14	4.30	75887782	324773344.000
11/26/2010	4.24	4.28	4.13	4.17	55829922	235956096.000
11/29/2010	4.11	4.14	4.04	4.10	38396383	158302784.000
11/30/2010	4.12	4.14	3.85	3.97	64678299	258185968.000
12/01/2010	3.95	3.99	3.92	3.96	27908690	111515672.000
12/02/2010	4.02	4.05	3.97	3.98	34398040	139423120.000
12/03/2010	3.98	4.16	3.98	4.11	69562029	288232896.000
12/06/2010	4.12	4.13	4.03	4.06	30392615	124622832.000
12/07/2010	4.05	4.12	3.96	4.10	38109573	155226304.000
12/08/2010	4.09	4.11	4.01	4.02	26844311	109947272.000
12/09/2010	3.99	4.26	3.96	4.06	73359191	307396256.000
12/10/2010	4.00	4.14	3.98	4.08	35735228	147083648.000
12/13/2010	4.08	4.26	4.06	4.20	75281370	317635104.000
12/14/2010	4.26	4.30	4.14	4.20	63959627	272124288.000
12/15/2010	4.20	4.23	4.12	4.14	43125548	181604704.000
12/16/2010	4.13	4.16	4.09	4.10	27499716	114212768.000
12/17/2010	4.10	4.18	4.07	4.13	28616325	119130592.000
12/20/2010	4.13	4.15	3.96	4.02	48537232	197517600.000
12/21/2010	4.02	4.11	3.99	4.09	33862901	138394976.000
12/22/2010	4.08	4.17	4.01	4.07	49355422	204348016.000
12/23/2010	4.05	4.08	3.99	4.00	30445125	123690800.000
12/24/2010	3.98	4.02	3.96	3.98	22229066	89426688.000
12/27/2010	3.98	4.03	3.83	3.83	36054802	143448080.000
12/28/2010	3.83	3.87	3.69	3.69	31297372	119145736.000
12/29/2010	3.69	3.73	3.67	3.71	16651515	62326024.000
12/30/2010	3.72	3.74	3.61	3.67	26519015	98387400.000
12/31/2010	3.68	3.76	3.67	3.75	33263137	125341064.000
01/04/2011	3.78	3.92	3.71	3.87	45428756	174773504.000
01/05/2011	3.85	3.85	3.78	3.80	24259827	93366480.000
01/06/2011	3.81	3.84	3.78	3.80	19067642	73348256.000
01/07/2011	3.79	3.88	3.74	3.82	36141506	139323392.000
01/10/2011	3.81	3.83	3.71	3.72	26294590	100495688.000
01/11/2011	3.73	3.75	3.66	3.75	21229134	79636232.000
01/12/2011	3.77	3.93	3.76	3.88	59896339	233352288.000
01/13/2011	3.86	3.88	3.79	3.81	25929712	100036784.000
01/14/2011	3.78	3.82	3.74	3.78	23233578	88843520.000
01/17/2011	3.76	3.77	3.61	3.63	27883367	103755664.000
01/18/2011	3.61	3.63	3.55	3.60	16141383	58677436.000
01/19/2011	3.61	3.76	3.58	3.69	25998144	96848296.000
01/20/2011	3.70	3.70	3.57	3.58	21547180	78981992.000
01/21/2011	3.58	3.70	3.56	3.62	20570496	75602536.000
01/24/2011	3.64	3.67	3.59	3.62	14772488	54175848.000
01/25/2011	3.64	3.73	3.59	3.65	23075239	85720520.000
01/26/2011	3.66	3.69	3.64	3.68	13341878	49497288.000
01/27/2011	3.67	3.77	3.62	3.71	29224355	109546792.000
01/28/2011	3.70	3.79	3.69	3.77	25020698	94578968.000
01/31/2011	3.76	3.87	3.75	3.82	29162731	112509312.000
02/01/2011	3.85	3.86	3.78	3.82	16135495	62003552.000
02/09/2011	3.80	3.82	3.72	3.75	20354635	77416648.000
02/10/2011	3.73	3.81	3.71	3.80	22549171	85824064.000
02/11/2011	3.80	3.85	3.77	3.82	27688697	106651704.000
02/14/2011	3.81	3.96	3.80	3.93	61858936	243598336.000
02/15/2011	3.92	4.04	3.88	3.97	58334243	233300144.000
02/16/2011	3.96	4.11	3.94	4.08	61213688	250859392.000
02/17/2011	4.49	4.49	4.49	4.49	61413587	278203552.000
02/18/2011	4.49	4.90	4.26	4.75	230797895	1044910784.000
03/14/2011	5.23	5.23	5.23	5.23	55185773	290829024.000
03/15/2011	5.75	5.76	5.38	5.76	485349495	2729754624.000
03/16/2011	5.76	6.34	5.67	6.32	363675731	2260683008.000
03/17/2011	6.20	6.62	6.04	6.17	425171781	2705677824.000
03/18/2011	6.21	6.37	5.92	6.07	278157319	1698620800.000
03/21/2011	6.06	6.18	5.95	5.99	171762179	1041150336.000
03/22/2011	5.97	6.09	5.94	5.99	164983622	996287808.000
03/23/2011	6.02	6.25	5.96	6.19	257010347	1578334336.000
03/24/2011	6.19	6.29	5.98	6.07	208044932	1277496064.000
03/25/2011	6.11	6.68	6.03	6.68	371014107	2370580736.000
03/28/2011	6.68	7.35	6.68	7.35	397952597	2847664896.000
03/29/2011	7.46	8.09	7.44	7.72	502639741	3962737152.000
03/30/2011	7.72	8.43	7.46	8.20	331736160	2647719168.000
03/31/2011	8.16	8.16	7.38	7.44	371458729	2869174784.000
04/01/2011	7.34	8.09	7.12	7.85	397222101	3042465280.000
04/06/2011	7.71	8.10	7.61	7.87	274121021	2167441664.000
04/07/2011	7.87	7.87	7.46	7.77	206619026	1591173120.000
04/08/2011	7.68	8.55	7.65	8.55	416935701	3454321664.000
04/11/2011	8.73	9.41	8.67	9.07	469364784	4245515776.000
04/12/2011	8.96	9.38	8.62	8.85	375424410	3393443840.000
04/13/2011	8.70	9.22	8.57	9.05	237729031	2123508480.000
04/14/2011	8.96	9.63	8.93	9.16	268511766	2509777152.000
04/15/2011	8.98	9.45	8.84	9.06	198937914	1825150720.000
04/18/2011	9.01	9.36	8.82	9.20	242424846	2209974784.000
04/19/2011	9.05	9.34	8.61	8.64	271005802	2439857152.000
04/20/2011	8.53	8.71	8.04	8.25	286079454	2390668800.000
04/21/2011	8.19	8.44	8.06	8.32	212725704	1768368256.000
04/22/2011	8.32	8.32	7.78	7.86	240049513	1934262272.000
04/25/2011	7.76	8.01	7.68	7.85	166325255	1317184128.000
04/26/2011	7.77	8.01	7.72	7.84	141628569	1122593920.000
04/27/2011	7.86	7.88	7.20	7.39	206962808	1560720896.000
04/28/2011	7.40	7.45	6.67	6.88	238537775	1676384768.000
05/03/2011	7.04	7.57	6.89	7.57	241841201	1759195392.000
05/04/2011	7.57	8.15	7.50	7.87	350338893	2766873600.000
05/05/2011	7.68	8.46	7.52	8.18	258684451	2082202240.000
05/06/2011	7.91	8.35	7.85	7.93	193237492	1556812160.000
05/09/2011	7.93	8.10	7.78	7.94	110126635	877100160.000
05/10/2011	7.94	8.19	7.86	8.07	153203561	1238821120.000
05/11/2011	8.01	8.03	7.62	7.68	178657239	1395384576.000
05/12/2011	7.52	7.69	7.22	7.27	155587801	1164826240.000
05/13/2011	7.24	7.61	7.23	7.44	111775419	836820736.000
05/16/2011	7.39	7.39	7.05	7.17	117980773	852886144.000
05/17/2011	7.16	7.28	7.01	7.13	87429622	629837312.000
05/18/2011	7.15	7.35	7.06	7.19	87179282	629416000.000
05/19/2011	7.15	7.44	7.10	7.19	111254627	811944896.000
05/20/2011	7.32	7.51	7.21	7.39	145697338	1080285184.000
05/23/2011	7.31	7.31	6.79	6.85	123971420	875554688.000
05/24/2011	6.78	7.34	6.62	7.20	129477438	910395840.000
05/25/2011	7.14	7.26	7.01	7.06	92539008	662767168.000
05/26/2011	7.16	7.29	6.96	6.98	80652532	578770880.000
05/27/2011	6.89	6.89	6.60	6.62	85148947	574626944.000
05/30/2011	6.54	6.74	6.44	6.56	56876868	377198816.000
05/31/2011	6.57	6.80	6.56	6.80	71062353	478313920.000
06/01/2011	6.75	6.80	6.65	6.72	55087934	372489440.000
06/02/2011	6.57	7.40	6.53	7.40	327338137	2389155840.000
06/03/2011	7.54	7.68	7.36	7.55	256383157	1939934720.000
06/07/2011	7.49	8.31	7.43	8.31	319681997	2566003712.000
06/09/2011	8.31	9.00	8.09	8.35	464452535	3996130048.000
06/10/2011	8.31	8.52	7.97	8.33	281523748	2342042368.000
06/13/2011	8.20	8.96	8.11	8.65	304848882	2607479296.000
06/14/2011	8.64	8.80	8.38	8.52	219452353	1887101824.000
06/15/2011	8.41	8.76	8.29	8.40	196282768	1680870656.000
06/16/2011	8.30	8.85	8.26	8.69	272358318	2345538560.000
06/17/2011	8.63	8.73	7.82	7.82	287013914	2377992960.000
06/20/2011	7.56	7.87	7.46	7.66	156268425	1199564288.000
06/21/2011	7.69	7.72	7.08	7.37	195314948	1440367872.000
06/22/2011	7.34	7.73	7.26	7.51	185965089	1409056896.000
06/23/2011	7.44	7.65	7.25	7.54	142029330	1065864000.000
06/24/2011	7.46	8.30	7.43	8.21	377667888	3044197120.000
06/27/2011	8.05	8.33	8.03	8.26	212535341	1748856576.000
06/28/2011	8.19	8.51	8.16	8.30	225407947	1884428672.000
06/29/2011	8.22	8.27	7.86	7.91	168444512	1364530176.000
06/30/2011	7.95	8.62	7.95	8.32	246135120	2054026496.000
07/01/2011	8.25	8.37	8.13	8.22	135556357	1121411456.000
07/04/2011	8.32	8.64	8.23	8.42	200563128	1697725440.000
07/05/2011	8.39	8.64	8.28	8.54	207699995	1763285376.000
07/06/2011	8.52	8.70	8.41	8.48	192762918	1649100416.000
07/07/2011	8.44	8.50	8.08	8.22	205826617	1703309184.000
07/08/2011	8.23	8.26	8.08	8.17	96428252	790146432.000
07/11/2011	8.08	8.29	8.07	8.19	83276634	684870272.000
07/12/2011	8.12	8.20	7.97	8.00	110931227	897008640.000
07/13/2011	8.00	8.34	8.00	8.23	117481395	968314880.000
07/14/2011	8.26	8.30	8.06	8.20	96202855	789929792.000
07/15/2011	8.22	8.46	8.08	8.31	167049893	1388578432.000
07/18/2011	8.31	8.32	8.17	8.20	93763978	773526784.000
07/19/2011	8.12	8.14	8.02	8.06	80974361	655114496.000
07/20/2011	8.10	8.15	7.92	8.03	63679082	513629056.000
07/21/2011	8.05	8.05	7.76	7.79	78991945	623418688.000
07/22/2011	7.84	7.96	7.79	7.84	51230491	404527680.000
07/25/2011	7.85	7.85	7.38	7.44	84562779	642372800.000
07/26/2011	7.47	7.59	7.46	7.54	47005865	355612608.000
07/27/2011	7.54	7.63	7.45	7.59	46025093	349660896.000
07/28/2011	7.48	8.01	7.44	7.80	117429403	924770176.000
07/29/2011	7.68	7.84	7.52	7.58	58720011	451229856.000
08/01/2011	7.55	7.83	7.50	7.72	44220297	342561696.000
08/02/2011	7.62	7.71	7.39	7.57	57241326	431194368.000
08/03/2011	7.45	7.69	7.35	7.52	43224623	327343776.000
08/04/2011	7.49	7.62	7.47	7.49	35978027	272284800.000
08/05/2011	7.16	7.29	7.11	7.18	60821166	440229024.000
08/08/2011	7.04	7.09	6.46	6.64	157337200	1051098752.000
08/09/2011	6.28	6.86	6.13	6.65	119913621	792688256.000
08/10/2011	6.82	6.88	6.69	6.71	82096143	558652608.000
08/11/2011	6.43	6.75	6.43	6.72	60005948	400732000.000
08/12/2011	6.84	6.87	6.71	6.72	50830122	345561440.000
08/15/2011	6.77	7.01	6.74	6.92	71733411	497458880.000
08/16/2011	6.93	6.95	6.78	6.81	50806476	350217120.000
08/17/2011	6.78	6.83	6.67	6.73	32886092	222155040.000
08/18/2011	6.73	6.88	6.62	6.63	47046586	318698592.000
08/19/2011	6.43	6.60	6.37	6.50	42364277	275318368.000
08/22/2011	6.52	6.60	6.35	6.37	38962909	252963664.000
08/23/2011	6.43	6.85	6.37	6.83	64159703	424356160.000
08/24/2011	6.82	6.89	6.66	6.67	56631489	384608832.000
08/25/2011	6.84	6.97	6.69	6.85	92045997	634371136.000
08/26/2011	6.77	6.94	6.75	6.86	63532152	437025568.000
08/29/2011	6.78	6.82	6.68	6.70	39593370	267603712.000
08/30/2011	6.78	6.88	6.62	6.63	46154757	313750464.000
08/31/2011	6.61	6.69	6.44	6.56	41407329	272775872.000
09/01/2011	6.56	6.62	6.46	6.48	29136972	190957664.000
09/02/2011	6.49	6.53	6.41	6.48	24529386	159303472.000
09/05/2011	6.39	6.41	6.29	6.30	29178928	185876576.000
09/06/2011	6.23	6.33	6.20	6.24	21041090	132254568.000
09/07/2011	6.29	6.58	6.27	6.50	42387546	274469952.000
09/08/2011	6.54	6.54	6.34	6.35	32327577	209407280.000
09/13/2011	6.26	6.29	6.12	6.26	26844510	166915952.000
09/14/2011	6.28	6.41	6.14	6.39	33903095	213758272.000
09/15/2011	6.38	6.46	6.32	6.33	31234287	200021200.000
09/16/2011	6.38	6.43	6.26	6.28	27613392	175952880.000
09/19/2011	6.28	6.28	6.07	6.08	32046853	197068880.000
09/20/2011	6.05	6.30	6.03	6.28	32822897	203057312.000
09/21/2011	6.23	6.71	6.16	6.53	92343739	601371584.000
09/22/2011	6.39	6.43	6.18	6.20	68952127	436964512.000
09/23/2011	6.05	6.25	6.02	6.16	33270733	205034336.000
09/26/2011	6.11	6.23	6.02	6.05	29668356	182267088.000
09/27/2011	6.13	6.19	6.07	6.13	27609020	170000576.000
09/28/2011	6.17	6.20	5.97	5.98	35953412	219218944.000
09/29/2011	5.93	5.95	5.53	5.59	46840889	270517216.000
09/30/2011	5.62	5.68	5.37	5.53	35172106	194605120.000
10/10/2011	5.59	5.62	5.38	5.41	21409663	118122160.000
10/11/2011	5.58	5.62	5.24	5.40	35591502	194942992.000
10/12/2011	5.34	5.62	5.25	5.57	53706477	297799008.000
10/13/2011	5.55	5.78	5.51	5.66	66491835	377522304.000
10/14/2011	5.57	5.63	5.51	5.55	34263231	191809664.000
10/17/2011	5.57	5.62	5.45	5.48	30975838	171845776.000
10/18/2011	5.42	5.46	5.15	5.16	42698094	226875296.000
10/19/2011	5.15	5.25	5.05	5.09	30095178	155180640.000
10/20/2011	5.11	5.17	4.92	5.01	38399615	194933712.000
10/21/2011	5.01	5.02	4.77	4.81	38883214	190149456.000
10/24/2011	4.82	4.88	4.59	4.84	43636439	209162112.000
10/25/2011	4.81	5.13	4.72	5.00	72931495	362623904.000
10/26/2011	4.95	5.22	4.93	5.06	80330603	411322144.000
10/27/2011	5.10	5.17	5.01	5.07	51142426	261314256.000
10/28/2011	5.13	5.26	5.10	5.19	73997485	385601600.000
10/31/2011	5.16	5.19	5.07	5.10	47114465	241986928.000
11/01/2011	5.04	5.12	5.02	5.05	36620790	186689408.000
11/02/2011	4.97	5.05	4.84	5.04	50123424	248747456.000
11/03/2011	5.05	5.31	5.05	5.13	100363128	522947520.000
11/04/2011	5.16	5.26	5.13	5.19	63409868	330506944.000
11/07/2011	5.20	5.43	5.20	5.35	94083260	503289760.000
11/08/2011	5.37	5.41	5.19	5.21	57279478	303040960.000
11/09/2011	5.22	5.28	5.09	5.21	48396160	251636016.000
11/10/2011	5.15	5.40	5.11	5.19	81387472	432098656.000
11/11/2011	5.24	5.27	5.10	5.16	42472237	220476768.000
11/14/2011	5.22	5.26	5.14	5.22	45812827	239959600.000
11/15/2011	5.21	5.41	5.16	5.34	92409714	494302464.000
11/16/2011	5.29	5.32	5.10	5.14	61176973	320135648.000
11/17/2011	5.14	5.18	5.08	5.10	28146087	144972560.000
11/18/2011	5.07	5.07	4.85	4.87	49903160	247555904.000
11/21/2011	4.88	4.91	4.78	4.86	25131628	122352592.000
11/22/2011	4.80	4.84	4.74	4.83	22804331	110286464.000
11/23/2011	4.85	4.88	4.76	4.77	16556262	80062832.000
11/24/2011	4.73	4.79	4.66	4.78	22569295	107608432.000
11/25/2011	4.77	4.84	4.70	4.74	15991826	76543248.000
11/28/2011	4.74	4.79	4.65	4.67	19308666	91263712.000
11/29/2011	4.72	4.75	4.67	4.73	23906304	113246872.000
11/30/2011	4.70	4.72	4.30	4.39	44358741	200777728.000
12/02/2011	4.46	4.50	4.36	4.36	32612338	145499088.000
12/05/2011	4.36	4.38	4.24	4.24	21611447	93056992.000
12/06/2011	4.24	4.29	4.17	4.26	21671574	91979816.000
